transaction_id,customer_id,amount,location,transaction_hour,previous_transaction_amount,international
TXN001039,CUST0061,2007.74,"Sydney, Australia",13,1904.24,1
TXN001040,CUST0252,117.78,Lucknow,20,728.92,0
TXN001041,CUST0358,261.97,Hong Kong,16,110.58,1
TXN001042,CUST0437,131.09,Chennai,8,790.95,0
TXN001043,CUST0102,224.92,Mumbai,15,1229.4,0
TXN001044,CUST0128,182.03,Bhopal,20,630.46,0
TXN001045,CUST0272,227.02,Bhopal,11,377.33,0
TXN001046,CUST0293,28.6,Bengaluru,13,94.28,0
TXN001047,CUST0259,92.66,Kanpur,20,1.0,0
TXN001048,CUST0452,142.11,Indore,8,1.0,0
TXN001049,CUST0227,88.63,Bengaluru,18,252.54,0
TXN001050,CUST0415,124.68,Ahmedabad,21,1.0,0
TXN001051,CUST0205,181.7,Ahmedabad,20,280.39,0
TXN001052,CUST0378,206.0,Kolkata,19,650.25,0
TXN001053,CUST0067,538.79,Chennai,5,182.7,0
TXN001054,CUST0115,936.39,"London, UK",7,1133.37,1
TXN001055,CUST0186,396.56,Kanpur,8,555.09,0
TXN001056,CUST0281,149.34,Kanpur,22,447.31,0
TXN001057,CUST0119,184.7,Delhi,14,1.0,0
TXN001058,CUST0202,2029.04,"Sydney, Australia",15,382.34,1
TXN001059,CUST0415,416.15,Kanpur,8,1.0,0
TXN001060,CUST0494,299.44,Surat,15,402.74,0
TXN001061,CUST0212,41.53,Ahmedabad,9,1.0,0
TXN001062,CUST0375,970.93,"Paris, France",21,1904.86,1
TXN001063,CUST0211,198.98,Kolkata,19,1432.32,0
TXN001064,CUST0356,57.66,Lucknow,23,581.66,0
TXN001065,CUST0497,59.61,Ahmedabad,15,1.0,0
TXN001066,CUST0128,97.71,Pune,21,485.11,0
TXN001067,CUST0081,428.61,"Dubai, UAE",9,790.29,1
TXN001068,CUST0327,41.42,Kolkata,8,1.0,0
TXN001069,CUST0490,967.38,Lucknow,9,1484.93,0
TXN001070,CUST0120,891.37,Hyderabad,13,1393.87,0
TXN001071,CUST0442,522.96,Pune,4,548.72,0
TXN001072,CUST0374,273.12,Ahmedabad,8,790.53,0
TXN001073,CUST0494,262.15,Nagpur,8,230.88,0
TXN001074,CUST0262,169.48,Bengaluru,17,173.2,0
TXN001075,CUST0478,1049.32,"Paris, France",14,1046.83,1
TXN001076,CUST0200,301.21,Kanpur,18,259.39,0
TXN001077,CUST0499,118.59,Lucknow,6,1.0,0
TXN001078,CUST0490,243.98,Chennai,21,343.26,0
TXN001079,CUST0430,36.44,Bhopal,10,836.93,0
TXN001080,CUST0348,1035.0,Kanpur,22,1582.21,0
TXN001081,CUST0162,57.42,Lucknow,19,615.76,0
TXN001082,CUST0088,132.87,Nagpur,16,1.0,0
TXN001083,CUST0385,46.01,Chennai,11,389.34,0
TXN001084,CUST0166,360.79,Nagpur,12,1.0,0
TXN001085,CUST0187,391.24,Bengaluru,20,769.25,0
TXN001086,CUST0061,5773.58,Ahmedabad,21,3095.68,0
TXN001087,CUST0464,461.43,Ahmedabad,10,833.43,0
TXN001088,CUST0042,608.19,Pune,8,833.75,0
TXN001089,CUST0126,115.84,Ahmedabad,10,1.0,0
TXN001090,CUST0487,98.88,Bengaluru,16,213.57,0
TXN001091,CUST0222,249.73,Kanpur,22,522.01,0
TXN001092,CUST0264,621.34,"Sydney, Australia",15,1.0,1
TXN001093,CUST0106,121.15,Surat,6,425.71,0
TXN001094,CUST0135,470.63,Jaipur,9,63.5,0
TXN001095,CUST0120,79.66,Nagpur,17,345.68,0
TXN001096,CUST0180,100.93,Lucknow,18,357.82,0
TXN001097,CUST0489,903.18,Kolkata,18,1.0,0
TXN001098,CUST0452,50.51,Surat,9,494.5,0
TXN001099,CUST0456,54.49,Hyderabad,21,1.0,0
TXN001100,CUST0195,110.03,Bhopal,14,1.0,0
TXN001101,CUST0038,181.76,Hyderabad,6,1.0,0
TXN001102,CUST0287,67.72,Bhopal,10,612.68,0
TXN001103,CUST0286,707.85,Delhi,22,1.0,0
TXN001104,CUST0436,34.72,Bhopal,17,1.0,0
TXN001105,CUST0495,142.13,Bhopal,19,531.59,0
TXN001106,CUST0282,1502.71,"Sydney, Australia",15,1698.54,1
TXN001107,CUST0453,64.66,Nagpur,9,1.0,0
TXN001108,CUST0477,120.94,Pune,19,599.01,0
TXN001109,CUST0500,17.77,Delhi,11,81.35,0
TXN001110,CUST0150,14.18,Mumbai,18,1.0,0
TXN001111,CUST0077,311.96,Bengaluru,20,1.0,0
TXN001112,CUST0284,124.15,Chennai,16,457.59,0
TXN001113,CUST0036,89.37,Mumbai,8,1289.05,0
TXN001114,CUST0222,122.57,Bhopal,10,795.67,0
TXN001115,CUST0016,164.54,Ahmedabad,8,629.06,0
TXN001116,CUST0474,511.94,Indore,16,403.28,0
TXN001117,CUST0299,43.88,Jaipur,10,396.26,0
TXN001118,CUST0304,642.18,Kanpur,17,686.47,0
TXN001119,CUST0118,126.07,Bengaluru,10,1.0,0
TXN001120,CUST0079,236.24,Delhi,18,1.0,0
TXN001121,CUST0365,287.11,Delhi,20,15.6,0
TXN001122,CUST0474,1195.86,Lucknow,16,616.69,0
TXN001123,CUST0094,291.25,Singapore,8,1009.63,1
TXN001124,CUST0118,63.65,Kolkata,6,1.0,0
TXN001125,CUST0284,38.48,Bhopal,16,1.0,0
TXN001126,CUST0355,112.84,Indore,13,73.51,0
TXN001127,CUST0365,140.28,Pune,21,560.19,0
TXN001128,CUST0126,85.15,Bhopal,22,186.23,0
TXN001129,CUST0492,231.08,Kolkata,13,553.78,0
TXN001130,CUST0471,672.48,Indore,19,911.57,0
TXN001131,CUST0310,95.99,Jaipur,8,442.03,0
TXN001132,CUST0289,215.7,Indore,15,587.74,0
TXN001133,CUST0459,537.36,Singapore,16,890.72,1
TXN001134,CUST0193,594.96,Hyderabad,9,381.11,0
TXN001135,CUST0458,283.84,Surat,10,556.47,0
TXN001136,CUST0275,112.59,Kanpur,17,48.9,0
TXN001137,CUST0184,80.87,Ahmedabad,13,1.0,0
TXN001138,CUST0029,1503.97,"Tokyo, Japan",14,4046.03,1
TXN001139,CUST0055,234.41,Chennai,15,516.97,0
TXN001140,CUST0466,32.17,Mumbai,13,1.0,0
TXN001141,CUST0335,473.27,Pune,15,949.23,0
TXN001142,CUST0233,435.87,Pune,15,341.09,0
TXN001143,CUST0239,1349.36,Chennai,19,2887.67,0
TXN001144,CUST0486,340.06,Jaipur,0,1.0,0
TXN001145,CUST0177,74.97,Surat,16,1063.03,0
TXN001146,CUST0346,884.41,Singapore,12,991.13,1
TXN001147,CUST0074,524.46,Delhi,20,318.19,0
TXN001148,CUST0030,89.29,Hyderabad,16,194.08,0
TXN001149,CUST0187,195.07,Nagpur,22,1.0,0
TXN001150,CUST0166,154.74,Lucknow,15,1.0,0
TXN001151,CUST0284,28.12,Delhi,5,1.0,0
TXN001152,CUST0350,37.17,Bhopal,7,1.0,0
TXN001153,CUST0455,362.45,Indore,14,138.62,0
TXN001154,CUST0274,137.71,Jaipur,9,701.78,0
TXN001155,CUST0027,80.52,Indore,19,1.0,0
TXN001156,CUST0136,213.65,Chennai,12,138.31,0
TXN001157,CUST0487,24.65,Lucknow,20,389.33,0
TXN001158,CUST0441,1462.49,Delhi,17,551.11,0
TXN001159,CUST0376,238.28,Nagpur,12,67.18,0
TXN001160,CUST0297,977.97,Kanpur,15,2183.11,0
TXN001161,CUST0217,11.45,Delhi,8,657.5,0
TXN001162,CUST0115,67.95,"Toronto, Canada",18,600.52,1
TXN001163,CUST0368,477.21,Delhi,4,949.81,0
TXN001164,CUST0095,6.15,Ahmedabad,10,1280.7,0
TXN001165,CUST0310,561.91,Jaipur,22,34.57,0
TXN001166,CUST0007,1073.88,Singapore,1,1499.51,1
TXN001167,CUST0205,2208.38,"New York, USA",12,1892.12,1
TXN001168,CUST0107,120.36,Surat,17,825.5,0
TXN001169,CUST0312,101.56,Ahmedabad,13,653.23,0
TXN001170,CUST0316,52.64,Bhopal,7,89.86,0
TXN001171,CUST0136,170.78,Pune,15,316.99,0
TXN001172,CUST0462,35.93,Ahmedabad,9,167.65,0
TXN001173,CUST0322,210.36,Nagpur,17,15.69,0
TXN001174,CUST0437,90.6,Delhi,7,1.0,0
TXN001175,CUST0461,569.93,Delhi,22,1472.82,0
TXN001176,CUST0466,931.77,Indore,11,1557.23,0
TXN001177,CUST0328,34.66,Kanpur,21,1.0,0
TXN001178,CUST0181,45.34,Kanpur,21,569.27,0
TXN001179,CUST0052,97.78,Jaipur,12,627.79,0
TXN001180,CUST0061,233.13,Kolkata,21,908.3,0
TXN001181,CUST0426,58.67,Surat,14,379.78,0
TXN001182,CUST0217,280.92,Chennai,5,225.77,0
TXN001183,CUST0015,562.95,Kolkata,15,665.2,0
TXN001184,CUST0199,93.89,Kanpur,9,266.51,0
TXN001185,CUST0330,176.35,Kanpur,9,658.19,0
TXN001186,CUST0345,57.99,Jaipur,13,1262.71,0
TXN001187,CUST0209,412.5,Hyderabad,12,1056.11,0
TXN001188,CUST0009,63.42,Nagpur,22,573.45,0
TXN001189,CUST0052,375.92,Chennai,18,1.0,0
TXN001190,CUST0368,61.33,Nagpur,15,441.86,0
TXN001191,CUST0429,1311.83,Hyderabad,11,900.27,0
TXN001192,CUST0116,738.22,Bhopal,11,1111.01,0
TXN001193,CUST0298,101.8,Chennai,6,1.0,0
TXN001194,CUST0323,47.29,Chennai,12,169.62,0
TXN001195,CUST0082,1612.75,"Dubai, UAE",20,2977.89,1
TXN001196,CUST0068,388.65,"Toronto, Canada",18,865.01,1
TXN001197,CUST0268,256.24,"Paris, France",15,1.0,1
TXN001198,CUST0480,4713.92,Lucknow,1,6130.2,0
TXN001199,CUST0474,650.5,Singapore,14,1386.39,1
TXN001200,CUST0092,674.16,Kolkata,20,937.3,0
TXN001201,CUST0223,270.85,Kolkata,13,390.69,0
TXN001202,CUST0133,946.33,Indore,8,1385.98,0
TXN001203,CUST0203,222.9,Pune,11,170.55,0
TXN001204,CUST0479,1679.19,Ahmedabad,8,1760.7,0
TXN001205,CUST0321,462.87,Hyderabad,17,165.81,0
TXN001206,CUST0203,739.88,Nagpur,17,1347.06,0
TXN001207,CUST0360,484.56,Delhi,13,1205.07,0
TXN001208,CUST0136,225.51,Nagpur,8,484.25,0
TXN001209,CUST0121,254.13,Chennai,8,1018.67,0
TXN001210,CUST0165,1713.87,Singapore,18,3224.1,1
TXN001211,CUST0060,166.35,"Toronto, Canada",21,497.03,1
TXN001212,CUST0071,138.83,Lucknow,10,1.0,0
TXN001213,CUST0030,254.29,Nagpur,15,266.57,0
TXN001214,CUST0105,405.34,Chennai,9,1068.33,0
TXN001215,CUST0299,481.0,Nagpur,20,1701.65,0
TXN001216,CUST0278,759.49,Jaipur,19,1024.44,0
TXN001217,CUST0451,171.77,Nagpur,13,875.28,0
TXN001218,CUST0369,82.36,Surat,17,1295.95,0
TXN001219,CUST0481,139.77,Mumbai,19,264.94,0
TXN001220,CUST0187,79.72,Lucknow,17,520.94,0
TXN001221,CUST0140,53.66,Ahmedabad,8,101.33,0
TXN001222,CUST0156,82.0,Bhopal,6,33.29,0
TXN001223,CUST0192,48.97,Jaipur,21,291.67,0
TXN001224,CUST0080,102.19,Mumbai,22,127.03,0
TXN001225,CUST0211,300.96,Hyderabad,17,276.98,0
TXN001226,CUST0228,539.53,Surat,17,95.85,0
TXN001227,CUST0372,53.56,Nagpur,4,1166.85,0
TXN001228,CUST0309,189.19,"Toronto, Canada",13,771.86,1
TXN001229,CUST0033,1125.17,Bhopal,7,2190.85,0
TXN001230,CUST0085,580.18,Pune,19,1.0,0
TXN001231,CUST0257,339.31,Mumbai,13,267.4,0
TXN001232,CUST0128,115.42,Bengaluru,6,187.92,0
TXN001233,CUST0284,1164.86,Hong Kong,19,1788.86,1
TXN001234,CUST0073,178.44,Chennai,18,486.95,0
TXN001235,CUST0294,73.07,Indore,23,1.0,0
TXN001236,CUST0032,108.62,Jaipur,11,1.0,0
TXN001237,CUST0041,102.96,Ahmedabad,2,212.74,0
TXN001238,CUST0438,877.0,Ahmedabad,10,1955.0,0
TXN001239,CUST0062,77.13,Jaipur,17,1.0,0
TXN001240,CUST0190,208.31,Kolkata,12,1.0,0
TXN001241,CUST0083,251.74,Surat,10,1.0,0
TXN001242,CUST0187,145.8,Hyderabad,18,1.0,0
TXN001243,CUST0291,114.37,Mumbai,15,115.84,0
TXN001244,CUST0069,216.98,Pune,9,445.94,0
TXN001245,CUST0312,35.14,Chennai,19,1.57,0
TXN001246,CUST0375,108.72,Jaipur,7,1.0,0
TXN001247,CUST0139,45.14,Lucknow,11,1.0,0
TXN001248,CUST0259,262.06,Nagpur,19,1.0,0
TXN001249,CUST0045,145.18,Lucknow,4,1.0,0
TXN001250,CUST0458,1144.55,Delhi,14,2282.11,0
TXN001251,CUST0311,23.81,Delhi,16,19.79,0
TXN001252,CUST0442,78.03,Delhi,6,1.0,0
TXN001253,CUST0436,176.27,Delhi,8,10.11,0
TXN001254,CUST0441,782.16,"New York, USA",14,841.42,1
TXN001255,CUST0095,141.66,Kanpur,21,76.18,0
TXN001256,CUST0163,217.47,Kolkata,15,978.36,0
TXN001257,CUST0176,696.17,"London, UK",22,1329.67,1
TXN001258,CUST0333,203.14,Indore,11,1.0,0
TXN001259,CUST0433,105.07,Ahmedabad,15,1.0,0
TXN001260,CUST0183,118.47,Kanpur,22,4.36,0
TXN001261,CUST0079,606.01,Surat,19,653.24,0
TXN001262,CUST0101,87.78,Surat,20,494.66,0
TXN001263,CUST0192,184.77,Surat,21,416.47,0
TXN001264,CUST0385,395.12,Pune,17,1222.45,0
TXN001265,CUST0150,252.11,Pune,11,982.63,0
TXN001266,CUST0347,309.02,Nagpur,7,1000.92,0
TXN001267,CUST0319,124.78,Nagpur,19,1.0,0
TXN001268,CUST0196,292.76,Kolkata,8,460.19,0
TXN001269,CUST0236,72.53,Nagpur,22,568.37,0
TXN001270,CUST0221,204.69,Mumbai,19,227.67,0
TXN001271,CUST0469,182.95,Surat,14,744.96,0
TXN001272,CUST0275,659.39,Bhopal,0,1712.29,0
TXN001273,CUST0184,50.2,Nagpur,7,3.09,0
TXN001274,CUST0381,51.74,Bhopal,12,237.57,0
TXN001275,CUST0478,296.05,Nagpur,11,145.2,0
TXN001276,CUST0121,169.17,Jaipur,15,390.73,0
TXN001277,CUST0040,297.9,Hong Kong,7,1.0,1
TXN001278,CUST0238,502.17,Ahmedabad,17,1515.13,0
TXN001279,CUST0276,113.65,Surat,21,8.97,0
TXN001280,CUST0166,72.67,Nagpur,18,71.6,0
TXN001281,CUST0236,114.54,Bengaluru,12,18.17,0
TXN001282,CUST0207,217.03,Kolkata,21,1.0,0
TXN001283,CUST0484,281.6,Lucknow,8,600.33,0
TXN001284,CUST0358,17.41,Kolkata,12,469.81,0
TXN001285,CUST0438,844.55,"Paris, France",20,2534.84,1
TXN001286,CUST0219,127.87,Bhopal,13,1.0,0
TXN001287,CUST0063,3663.52,"London, UK",12,5680.31,1
TXN001288,CUST0139,212.6,Kanpur,9,312.21,0
TXN001289,CUST0041,1182.68,"Paris, France",12,2611.36,1
TXN001290,CUST0171,240.23,Hyderabad,6,1.0,0
TXN001291,CUST0463,189.61,Ahmedabad,12,920.57,0
TXN001292,CUST0253,185.23,Lucknow,12,1236.03,0
TXN001293,CUST0460,154.62,Lucknow,17,1.0,0
TXN001294,CUST0334,105.49,Hyderabad,16,432.13,0
TXN001295,CUST0268,7075.82,Jaipur,18,15240.2,0
TXN001296,CUST0380,2422.5,"Tokyo, Japan",3,1344.13,1
TXN001297,CUST0336,223.8,Bengaluru,8,530.84,0
TXN001298,CUST0329,18.22,Surat,21,1.0,0
TXN001299,CUST0096,333.65,Indore,18,750.29,0
TXN001300,CUST0088,1788.25,Mumbai,15,4070.9,0
TXN001301,CUST0070,760.03,Lucknow,17,1243.19,0
TXN001302,CUST0187,894.46,"Tokyo, Japan",21,148.77,1
TXN001303,CUST0065,91.9,Mumbai,8,1.0,0
TXN001304,CUST0274,208.53,"Sydney, Australia",8,1.0,1
TXN001305,CUST0160,480.61,Lucknow,0,949.64,0
TXN001306,CUST0127,326.55,Pune,14,180.96,0
TXN001307,CUST0496,127.94,Bengaluru,14,462.83,0
TXN001308,CUST0313,62.37,Kanpur,18,671.19,0
TXN001309,CUST0252,126.1,Kolkata,17,664.32,0
TXN001310,CUST0266,20.74,Indore,10,1.0,0
TXN001311,CUST0197,278.79,Bhopal,11,449.37,0
TXN001312,CUST0047,91.71,Singapore,6,778.05,1
TXN001313,CUST0456,481.31,Indore,14,112.71,0
TXN001314,CUST0376,560.15,Surat,5,801.89,0
TXN001315,CUST0289,134.92,Bhopal,8,708.87,0
TXN001316,CUST0476,532.06,Mumbai,7,200.81,0
TXN001317,CUST0332,125.71,Ahmedabad,13,474.89,0
TXN001318,CUST0075,603.31,Surat,10,665.75,0
TXN001319,CUST0244,633.33,"London, UK",13,893.89,1
TXN001320,CUST0370,1257.81,Kolkata,9,368.98,0
TXN001321,CUST0112,41.3,Ahmedabad,7,1.0,0
TXN001322,CUST0415,757.13,Hyderabad,15,1487.1,0
TXN001323,CUST0297,164.56,Nagpur,18,1106.94,0
TXN001324,CUST0472,63.79,Kanpur,12,1.0,0
TXN001325,CUST0493,217.74,Indore,19,1.0,0
TXN001326,CUST0053,495.76,Jaipur,16,1535.1,0
TXN001327,CUST0416,91.48,Kolkata,17,40.49,0
TXN001328,CUST0095,314.94,Ahmedabad,17,1366.23,0
TXN001329,CUST0231,1083.89,Kolkata,23,1537.35,0
TXN001330,CUST0492,63.94,Surat,21,1.0,0
TXN001331,CUST0028,877.76,Indore,19,620.79,0
TXN001332,CUST0217,561.3,Kolkata,23,1528.85,0
TXN001333,CUST0240,672.85,Jaipur,22,1080.07,0
TXN001334,CUST0410,104.01,Ahmedabad,11,1.0,0
TXN001335,CUST0204,102.94,Ahmedabad,11,1.0,0
TXN001336,CUST0368,616.21,Delhi,8,1621.79,0
TXN001337,CUST0438,303.79,Ahmedabad,8,1.0,0
TXN001338,CUST0055,323.68,Ahmedabad,14,771.56,0
TXN001339,CUST0408,340.19,Lucknow,19,457.41,0
TXN001340,CUST0073,55.63,Bhopal,17,1.0,0
TXN001341,CUST0425,482.3,Surat,13,305.57,0
TXN001342,CUST0220,185.34,"Dubai, UAE",19,67.9,1
TXN001343,CUST0110,309.62,Hyderabad,14,188.56,0
TXN001344,CUST0216,516.15,Kolkata,11,49.66,0
TXN001345,CUST0409,133.26,Indore,18,1.0,0
TXN001346,CUST0271,52.38,Kolkata,22,1.0,0
TXN001347,CUST0365,118.27,Chennai,12,971.12,0
TXN001348,CUST0014,79.35,Chennai,15,425.99,0
TXN001349,CUST0248,224.4,Indore,10,521.54,0
TXN001350,CUST0008,36.66,Bengaluru,15,1.0,0
TXN001351,CUST0022,77.5,"London, UK",19,52.59,1
TXN001352,CUST0344,109.54,Pune,8,1.0,0
TXN001353,CUST0473,215.87,Pune,19,338.72,0
TXN001354,CUST0285,680.99,Surat,17,1331.96,0
TXN001355,CUST0271,819.26,Jaipur,19,1888.23,0
TXN001356,CUST0474,92.58,Jaipur,11,1.0,0
TXN001357,CUST0247,858.23,Kanpur,20,1711.25,0
TXN001358,CUST0189,373.7,"Paris, France",8,56.96,1
TXN001359,CUST0167,179.51,Surat,14,801.42,0
TXN001360,CUST0024,208.69,Delhi,12,1100.45,0
TXN001361,CUST0460,56.99,Surat,14,1.0,0
TXN001362,CUST0472,33.59,Kanpur,13,561.86,0
TXN001363,CUST0426,748.33,Nagpur,22,82.73,0
TXN001364,CUST0244,73.1,Nagpur,7,686.66,0
TXN001365,CUST0197,514.57,Bhopal,17,1269.23,0
TXN001366,CUST0269,221.55,Chennai,10,1.0,0
TXN001367,CUST0030,291.76,Ahmedabad,12,440.01,0
TXN001368,CUST0441,431.12,Delhi,11,1177.32,0
TXN001369,CUST0094,601.38,Hong Kong,23,1411.16,1
TXN001370,CUST0477,507.3,Delhi,8,212.4,0
TXN001371,CUST0274,1192.13,"Tokyo, Japan",11,1587.83,1
TXN001372,CUST0016,12.9,Ahmedabad,22,1.0,0
TXN001373,CUST0491,120.15,Bhopal,20,312.78,0
TXN001374,CUST0355,297.14,Nagpur,8,834.92,0
TXN001375,CUST0344,1655.37,"Sydney, Australia",17,125.24,1
TXN001376,CUST0384,1354.53,"London, UK",10,3133.79,1
TXN001377,CUST0181,346.3,Chennai,15,1.0,0
TXN001378,CUST0435,89.67,Nagpur,20,797.2,0
TXN001379,CUST0500,171.94,Nagpur,10,945.23,0
TXN001380,CUST0359,652.25,Indore,9,1274.51,0
TXN001381,CUST0036,89.6,Pune,14,741.91,0
TXN001382,CUST0076,104.17,Surat,11,552.68,0
TXN001383,CUST0062,567.6,Bhopal,5,1071.49,0
TXN001384,CUST0475,305.02,Kolkata,15,1.0,0
TXN001385,CUST0073,122.78,Delhi,18,735.75,0
TXN001386,CUST0183,214.71,Hong Kong,23,263.01,1
TXN001387,CUST0060,453.34,Hyderabad,17,344.36,0
TXN001388,CUST0166,69.66,Kanpur,9,1.0,0
TXN001389,CUST0061,599.63,"Dubai, UAE",14,1021.1,1
TXN001390,CUST0021,6767.89,Nagpur,3,3223.07,0
TXN001391,CUST0353,521.29,"London, UK",7,283.88,1
TXN001392,CUST0006,815.08,Nagpur,2,2583.4,0
TXN001393,CUST0305,151.35,Mumbai,12,303.26,0
TXN001394,CUST0159,196.1,Kanpur,11,1163.68,0
TXN001395,CUST0414,462.8,Hyderabad,19,470.93,0
TXN001396,CUST0413,167.35,Kolkata,10,835.86,0
TXN001397,CUST0152,391.0,Delhi,21,28.12,0
TXN001398,CUST0423,165.21,Delhi,11,405.54,0
TXN001399,CUST0005,258.68,Surat,17,954.31,0
TXN001400,CUST0190,133.66,Bhopal,22,1.0,0
TXN001401,CUST0005,101.47,Hyderabad,21,226.55,0
TXN001402,CUST0028,340.63,Bhopal,1,676.72,0
TXN001403,CUST0273,368.22,Kolkata,16,225.64,0
TXN001404,CUST0372,142.3,"Paris, France",9,11.54,1
TXN001405,CUST0132,158.24,"Sydney, Australia",6,229.23,1
TXN001406,CUST0292,1028.95,Mumbai,13,1833.69,0
TXN001407,CUST0409,135.87,Lucknow,17,1.0,0
TXN001408,CUST0051,318.25,Kolkata,19,219.75,0
TXN001409,CUST0314,68.7,Kanpur,8,345.71,0
TXN001410,CUST0398,469.21,Chennai,11,710.69,0
TXN001411,CUST0140,1589.54,"Paris, France",10,2594.05,1
TXN001412,CUST0428,2198.94,"New York, USA",22,5437.57,1
TXN001413,CUST0047,117.05,Kanpur,11,394.82,0
TXN001414,CUST0128,37.46,Bhopal,10,7.08,0
TXN001415,CUST0467,76.89,Mumbai,16,1.0,0
TXN001416,CUST0071,41.75,Surat,11,1.0,0
TXN001417,CUST0433,26.53,Bengaluru,7,1.0,0
TXN001418,CUST0331,102.91,Chennai,17,130.83,0
TXN001419,CUST0497,481.37,Hong Kong,22,716.13,1
TXN001420,CUST0326,478.3,Bhopal,10,406.78,0
TXN001421,CUST0412,114.13,Mumbai,17,459.83,0
TXN001422,CUST0354,46.19,Bengaluru,20,126.76,0
TXN001423,CUST0289,167.12,Kolkata,11,1.0,0
TXN001424,CUST0270,358.55,Nagpur,21,949.15,0
TXN001425,CUST0276,84.73,Lucknow,15,48.45,0
TXN001426,CUST0103,3101.47,"Sydney, Australia",15,3760.34,1
TXN001427,CUST0273,323.37,Hyderabad,18,1009.41,0
TXN001428,CUST0454,534.2,Kanpur,13,427.82,0
TXN001429,CUST0164,419.37,Indore,13,1.0,0
TXN001430,CUST0370,425.18,Nagpur,9,1108.92,0
TXN001431,CUST0408,317.18,Ahmedabad,14,1010.63,0
TXN001432,CUST0331,1163.94,Singapore,6,1.0,1
TXN001433,CUST0481,211.21,Indore,7,1.0,0
TXN001434,CUST0244,190.59,Mumbai,13,1.0,0
TXN001435,CUST0100,157.63,Mumbai,7,1.0,0
TXN001436,CUST0421,337.9,Nagpur,10,216.41,0
TXN001437,CUST0326,118.51,Jaipur,18,35.76,0
TXN001438,CUST0006,620.46,Pune,16,581.65,0
TXN001439,CUST0284,369.9,Lucknow,18,1067.97,0
TXN001440,CUST0344,606.39,Delhi,22,589.05,0
TXN001441,CUST0114,200.51,Pune,14,538.82,0
TXN001442,CUST0036,191.23,Kanpur,9,275.29,0
TXN001443,CUST0477,97.31,Lucknow,7,1.0,0
TXN001444,CUST0038,543.09,Surat,18,1304.06,0
TXN001445,CUST0318,338.09,Delhi,19,1302.64,0
TXN001446,CUST0431,276.59,Indore,17,730.57,0
TXN001447,CUST0292,2551.73,"New York, USA",14,3519.19,1
TXN001448,CUST0455,72.24,Delhi,13,1.0,0
TXN001449,CUST0098,82.78,Hyderabad,23,1.0,0
TXN001450,CUST0325,310.94,Delhi,7,808.64,0
TXN001451,CUST0019,300.74,Chennai,13,1303.86,0
TXN001452,CUST0044,674.43,Hong Kong,5,189.58,1
TXN001453,CUST0099,737.41,Kanpur,0,816.77,0
TXN001454,CUST0146,1237.47,Surat,16,3781.66,0
TXN001455,CUST0326,1396.93,Hong Kong,23,3905.35,1
TXN001456,CUST0392,135.86,Surat,18,1.0,0
TXN001457,CUST0208,150.15,Bhopal,10,1.0,0
TXN001458,CUST0409,119.96,Bhopal,12,1.0,0
TXN001459,CUST0478,226.59,Hong Kong,19,66.7,1
TXN001460,CUST0114,582.73,Lucknow,13,1203.57,0
TXN001461,CUST0163,117.57,Delhi,10,1.0,0
TXN001462,CUST0101,204.77,Hyderabad,20,163.74,0
TXN001463,CUST0472,101.39,Pune,9,970.22,0
TXN001464,CUST0477,38.92,Mumbai,19,215.6,0
TXN001465,CUST0466,836.8,Kolkata,22,1302.03,0
TXN001466,CUST0103,219.68,"Frankfurt, Germany",19,1055.25,1
TXN001467,CUST0290,1024.89,Surat,23,1997.23,0
TXN001468,CUST0285,314.1,Lucknow,14,358.58,0
TXN001469,CUST0141,541.05,Bhopal,14,476.39,0
TXN001470,CUST0248,139.52,Nagpur,10,236.55,0
TXN001471,CUST0218,37.29,Kanpur,20,644.54,0
TXN001472,CUST0203,214.74,Pune,13,322.87,0
TXN001473,CUST0017,117.25,Kolkata,9,148.93,0
TXN001474,CUST0034,313.32,Delhi,18,464.19,0
TXN001475,CUST0082,175.26,Bhopal,11,75.56,0
TXN001476,CUST0025,276.5,Hyderabad,7,1724.42,0
TXN001477,CUST0372,200.86,Delhi,10,442.27,0
TXN001478,CUST0257,218.43,"Dubai, UAE",11,304.33,1
TXN001479,CUST0349,29.56,Delhi,13,507.66,0
TXN001480,CUST0206,53.15,Nagpur,9,152.32,0
TXN001481,CUST0074,280.63,Nagpur,18,1259.16,0
TXN001482,CUST0091,73.46,Nagpur,20,92.37,0
TXN001483,CUST0118,132.59,Singapore,9,178.27,1
TXN001484,CUST0304,582.52,Jaipur,0,122.64,0
TXN001485,CUST0332,109.86,Bengaluru,8,200.29,0
TXN001486,CUST0279,297.71,Bengaluru,9,1103.24,0
TXN001487,CUST0078,353.62,Kanpur,12,1007.21,0
TXN001488,CUST0440,948.74,"Toronto, Canada",14,474.36,1
TXN001489,CUST0418,478.62,Mumbai,1,719.9,0
TXN001490,CUST0198,815.95,"Toronto, Canada",23,2341.4,1
TXN001491,CUST0430,250.15,Singapore,13,205.24,1
TXN001492,CUST0032,446.22,"Toronto, Canada",15,1.0,1
TXN001493,CUST0431,1589.34,"New York, USA",10,2313.45,1
TXN001494,CUST0116,68.07,Bengaluru,8,468.09,0
TXN001495,CUST0393,136.42,Chennai,19,447.43,0
TXN001496,CUST0257,339.99,Mumbai,6,881.34,0
TXN001497,CUST0220,66.97,Jaipur,18,500.65,0
TXN001498,CUST0137,303.38,Ahmedabad,15,925.82,0
